NACA 1412                                       
 Alfa =   0.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   0.02647  0.02812 -0.23185
   0.02227  0.02588 -0.18258
   0.01860  0.02372 -0.12601
   0.01538  0.02164 -0.06202
   0.01256  0.01960  0.01062
   0.01009  0.01761  0.09492
   0.00792  0.01564  0.18942
   0.00604  0.01368  0.29657
   0.00443  0.01173  0.41632
   0.00307  0.00979  0.54337
   0.00196  0.00785  0.67430
   0.00111  0.00591  0.79887
   0.00050  0.00398  0.90238
   0.00014  0.00209  0.97266
   0.00000  0.00024  0.99978
   0.00008 -0.00159  0.98129
   0.00039 -0.00346  0.91517
   0.00095 -0.00536  0.80690
   0.00176 -0.00726  0.67049
   0.00284 -0.00914  0.52204
   0.00419 -0.01100  0.37869
   0.00579 -0.01282  0.24621
   0.00766 -0.01462  0.13053
   0.00982 -0.01640  0.03341
   0.01227 -0.01817 -0.05010
   0.01504 -0.01993 -0.11733
   0.01818 -0.02169 -0.17461
   0.02175 -0.02347 -0.21957
   0.02580 -0.02528 -0.25825
   0.03043 -0.02712 -0.28781
   0.03575 -0.02901 -0.31255
   0.04188 -0.03095 -0.33069
   0.04895 -0.03293 -0.34506
   0.05711 -0.03495 -0.35440
   0.06645 -0.03697 -0.35994
   0.07699 -0.03895 -0.36175
   0.08868 -0.04086 -0.36090
   0.10138 -0.04263 -0.35699
   0.11490 -0.04424 -0.35147
   0.12907 -0.04566 -0.34429
   0.14373 -0.04690 -0.33602
   0.15877 -0.04794 -0.32702
   0.17409 -0.04881 -0.31738
   0.18965 -0.04950 -0.30767
   0.20540 -0.05004 -0.29739
   0.22130 -0.05044 -0.28721
   0.23732 -0.05070 -0.27693
   0.25346 -0.05084 -0.26668
   0.26970 -0.05086 -0.25659
   0.28602 -0.05079 -0.24652
   0.30242 -0.05061 -0.23669
   0.31888 -0.05035 -0.22715
   0.33541 -0.05001 -0.21778
   0.35198 -0.04959 -0.20891
   0.36860 -0.04910 -0.20028
   0.38526 -0.04856 -0.19219
   0.40192 -0.04796 -0.18599
   0.41858 -0.04730 -0.17913
   0.43524 -0.04657 -0.17169
   0.45192 -0.04578 -0.16356
   0.46863 -0.04494 -0.15570
   0.48536 -0.04404 -0.14746
   0.50212 -0.04310 -0.13942
   0.51889 -0.04210 -0.13116
   0.53569 -0.04106 -0.12324
   0.55250 -0.03999 -0.11510
   0.56933 -0.03887 -0.10716
   0.58618 -0.03772 -0.09929
   0.60304 -0.03653 -0.09130
   0.61991 -0.03531 -0.08341
   0.63679 -0.03406 -0.07557
   0.65368 -0.03278 -0.06770
   0.67058 -0.03147 -0.05976
   0.68749 -0.03014 -0.05200
   0.70440 -0.02878 -0.04382
   0.72131 -0.02740 -0.03589
   0.73823 -0.02600 -0.02774
   0.75515 -0.02457 -0.01919
   0.77207 -0.02312 -0.01077
   0.78899 -0.02165 -0.00177
   0.80590 -0.02015  0.00739
   0.82281 -0.01864  0.01707
   0.83972 -0.01710  0.02745
   0.85661 -0.01554  0.03847
   0.87347 -0.01396  0.05042
   0.89029 -0.01236  0.06370
   0.90702 -0.01074  0.07837
   0.92358 -0.00912  0.09551
   0.93979 -0.00750  0.11498
   0.95535 -0.00592  0.13935
   0.96981 -0.00444  0.16804
   0.98269 -0.00309  0.20741
   0.99370 -0.00193  0.26305
   1.00000 -0.00126  0.41504
